Utterance,Emotion_anger,Emotion_disgust,Emotion_fear,Emotion_joy,Emotion_neutral,Emotion_sadness,Emotion_surprise,Sentiment_negative,Sentiment_neutral,Sentiment_positive
So its really a question of,False,False,False,False,True,False,False,False,True,False
Hey ladies! What are you in here for?,False,False,False,False,True,False,False,False,True,False
"Hey Chandler, what are you doing here?",False,False,False,False,False,False,True,False,False,True
"Gary, I'm here to report a crime.",False,False,False,False,True,False,False,False,True,False
It is a crime that you and I don't spend more time together.,False,False,False,False,True,False,False,False,True,False
What's up?,False,False,False,False,True,False,False,False,True,False
"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",False,False,False,False,True,False,False,False,True,False
"Man to uh, me.",False,False,False,False,True,False,False,False,True,False
Sure. Okay.,False,False,False,False,True,False,False,False,True,False
"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",False,False,False,False,False,False,True,False,False,True
"Yeah, I-I considered that. I just know it would make me happy.",False,False,False,False,True,False,False,False,True,False
You mean scared.,False,False,False,False,True,False,False,False,True,False
"No, I mean happy.",False,False,False,False,True,False,False,False,True,False
"Hey! Oh listen, I was just clearing some space for your stuff.",False,False,False,True,False,False,False,False,False,True
"Oh thanks, but listen, I was just at Monicas and she and Chandler had a big fight and theyre not moving in.",False,False,False,False,False,True,False,True,False,False
"What do you mean, theyre not moving in? They-theyre still moving in right?",False,False,False,False,False,False,True,True,False,False
"No-no, they just had a big blowout over what to do with my room.",False,False,False,False,True,False,False,False,True,False
What?! Over a stupid room!,False,False,False,False,False,False,True,True,False,False
"Yeah, I feel kinda bad for them, but Im also really psyched cause I dont have to move in here!",False,False,False,True,False,False,False,False,False,True
"Oh no, yeah no, that parts great!",False,False,False,True,False,False,False,False,False,True
Shut-out!!,False,False,False,False,False,False,True,True,False,False
"Where are you guys going? Come on, one more game!",False,False,False,False,False,False,True,True,False,False
"Uh, it's 2:30 in the morning!",False,False,False,False,False,True,False,True,False,False
"Yeah, get out!",True,False,False,False,False,False,False,True,False,False
You guys are always hanging out in my apartment!,True,False,False,False,False,False,False,True,False,False
"Come on, I'll only use my left hand, huh?",True,False,False,False,False,False,False,True,False,False
"Come on, wussies!",True,False,False,False,False,False,False,True,False,False
"All right, ok, I gotta go.",False,False,False,False,True,False,False,False,True,False
"I'm going,  and I'm gone.",False,False,False,False,True,False,False,False,True,False
One more game?,False,False,False,False,True,False,False,False,True,False
Oh yeah!,False,False,False,True,False,False,False,False,False,True
Im sorry.,False,False,False,False,False,True,False,True,False,False
Ohhh. Dont go.,False,False,False,False,False,True,False,True,False,False
"No, I-I-I gotta go.",False,False,False,False,False,True,False,True,False,False
No. No! No! No!,False,False,False,False,False,True,False,True,False,False
"Honey, honey, people are looking.",False,False,False,False,False,True,False,True,False,False
I dont care!  I dont care!!,True,False,False,False,False,False,False,True,False,False
"Yeah, um, Im, Im leaving now.",False,False,False,False,False,True,False,True,False,False
You cant leave! I have your shoe!,False,False,False,False,False,True,False,True,False,False
Good-bye Chandler Bing.,False,False,False,False,False,True,False,True,False,False
Rachel has those in burgendy.,False,False,False,False,True,False,False,False,True,False
"Oh, ew!",False,True,False,False,False,False,False,True,False,False
Yeah I know what I wanted to ask you.,False,False,False,False,True,False,False,False,True,False
"Um, can you roll your tongue?",False,False,False,False,True,False,False,False,True,False
"Because I can, and my Mom couldnt, and I thought y'know, I figured that was something I got from our Dad.",False,False,False,False,True,False,False,False,True,False
"What, wait, you mean like this?",False,False,False,False,True,False,False,False,True,False
"Yeah, yeah. You can do it to.",False,False,False,False,False,False,True,False,False,True
Your not doing it.,False,False,False,False,True,False,False,False,True,False
"Oh right, yeah okay, my Mom could, and I cant. We dont have that....",False,False,False,False,True,False,False,False,True,False
Where there is no fear of commitment.,False,False,False,False,True,False,False,False,True,False
Do we have any... Do we have any thoughts here?,False,False,False,False,True,False,False,False,True,False
"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",False,False,False,False,True,False,False,False,True,False
"But, it seems to me it's pretty much like anything else, you know, face your fear.",False,False,False,False,True,False,False,False,True,False
"It have a fear of heights, you go to the top of the building!",False,False,True,False,False,False,False,True,False,False
If you're afraid of bugs.....get a bug.,False,False,False,False,True,False,False,False,True,False
Right.,False,False,False,False,True,False,False,False,True,False
"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.",False,False,False,False,True,False,False,False,True,False
"Amazingly, that makes sense.",False,False,False,True,False,False,False,False,False,True
You think?,False,False,False,False,True,False,False,False,True,False
"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!",False,False,False,True,False,False,False,False,False,True
"Yeah, Joe, I assure you if I'm staring down the barrel of a gun, I'm pretty much peeing every which way.",False,False,True,False,False,False,False,True,False,False
Hey!  Hey!,False,False,False,True,False,False,False,False,False,True
Hi! Look! I got our pictures developed from Rockefeller Center.,False,False,False,True,False,False,False,False,False,True
"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",False,False,False,True,False,False,False,False,False,True
"Oh uh, ordinarily I would love too, but I am just swamped right now.",False,False,False,False,True,False,False,False,True,False
Hey where-where are the pictures that creepy pretzel vendor took of us together?,False,False,False,False,True,False,False,False,True,False
"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",False,False,False,False,False,False,True,True,False,False
Im missin picture time?!,False,False,False,True,False,False,False,False,False,True
Yknow she has a face Ross!,True,False,False,False,False,False,False,True,False,False
"Okay. Okay, heres a good one of us.",False,False,False,True,False,False,False,False,False,True
Wow!,False,False,False,True,False,False,False,False,False,True
That is a good one!,False,False,False,True,False,False,False,False,False,True
"Wow, it looks like a, like a holiday card yknow, with the tree in the middle and the skaters and the snow.",False,False,False,True,False,False,False,False,False,True
"Yknow, every year I say Im gonna send out holiday cards and I never do it.",False,False,False,False,True,False,False,False,True,False
"Do you wanna, do you wanna send this one out together?",False,False,False,False,True,False,False,False,True,False
Together? Like-like to people?,False,False,False,False,False,False,True,True,False,False
"Yeah, yknow. Happy holidays from Mona and Ross. Itll be cute, okay?",False,False,False,True,False,False,False,False,False,True
"Oh, I gotta get to work. So call me later?",False,False,False,False,True,False,False,False,True,False
"Uh sure, sure.",False,False,False,False,True,False,False,False,True,False
Bye guys.,False,False,False,False,True,False,False,False,True,False
"I mean, I dont feel like I even have a girlfriend anymore.",True,False,False,False,False,False,False,True,False,False
You want me to just quit my job so that you can feel like youve got a girlfriend?,True,False,False,False,False,False,False,True,False,False
Is this about Mark?,False,False,False,False,True,False,False,False,True,False
"Okay, its not, its not.",False,False,False,False,True,False,False,False,True,False
"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",False,False,False,False,False,True,False,True,False,False
"Fine, youre right.",False,False,False,False,True,False,False,False,True,False
"Lets ah, lets take a break,  lets cool off, okay, lets get some frozen yoghurt, or something..",False,False,False,False,True,False,False,False,True,False
No. A break from us.,False,False,False,False,False,True,False,True,False,False
"Bing! Were all set for tonight, 8 oclock.",False,False,False,True,False,False,False,False,False,True
"Oh uh, as it turns out, we cant do it. Monica has to work.",False,False,False,True,False,False,False,False,False,True
"Oh, my ex-wife didnt work, unless you call turning into her mother work. Fine. Tomorrow night then.",False,False,False,False,True,False,False,False,True,False
Oh uh well tomorrows no good for her either.,False,False,False,False,True,False,False,False,True,False
Oh? Why not?,False,False,False,False,True,False,False,False,True,False
Its the semi-finalsof herbotchy ball tournament.,False,False,False,False,True,False,False,False,True,False
"Whats going on Bing? Does uh, your wife have a problem with me or something?",True,False,False,False,False,False,False,True,False,False
Well now-now youre just talking crazy.,False,False,False,True,False,False,False,False,False,True
So why cant the three of us go out together?,False,False,False,False,True,False,False,False,True,False
Because uhwe-wewe split up. Monica and I split up. Hold me.,False,False,False,False,False,True,False,True,False,False
"Good God Bing Iwell I cant say Im altogether surprised, I saw the way she looked at you, and there was no love there.",False,False,False,False,False,True,False,True,False,False
"And the way she looked at me, pure lust.",False,False,False,True,False,False,False,False,False,True
Yknow what would really help me through this tough time is choking something. Can I choke ya?,True,False,False,False,False,False,False,True,False,False
"Bing my boy, were gonna get you over this.",False,False,False,False,True,False,False,False,True,False
"Now heres the plan, grab your coat, were going to a strip club.",False,False,False,True,False,False,False,False,False,True
"Oh no-no-no, Monica would freak.  But to hell with that bitch.",True,False,False,False,False,False,False,True,False,False
"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",False,False,False,False,True,False,False,False,True,False
"It's    okay, Emma, you stay asleep.",False,False,False,False,True,False,False,False,True,False
": Step away from the crib,    I have a weapon!",True,False,False,False,False,False,False,True,False,False
"It's okay, it's okay Rach, it's me. Put down the scrunchy.",False,False,False,False,True,False,False,False,True,False
"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.",False,False,False,False,True,False,False,False,True,False
"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.",False,False,False,False,True,False,False,False,True,False
There you go sweetie...     This isn't over.,False,False,False,False,True,False,False,False,True,False
Did he call?,False,False,False,False,True,False,False,False,True,False
No. Sorry.,False,False,False,False,False,True,False,True,False,False
Why?! Why?! He said hed call. Why hasnt he called?,False,False,False,False,False,True,False,True,False,False
"Maybe hes intimated by really smart, strong, successful women.",False,False,False,False,True,False,False,False,True,False
"Sophie, would you please climb out of my butt. Why hasnt he called, Rachel? Why?",True,False,False,False,False,False,False,True,False,False
"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",False,False,False,False,True,False,False,False,True,False
Awkward? Why should he feel awkward?,False,False,False,False,False,False,True,True,False,False
"The only person that should feel awkward is you, and you didnt tell him not to call me, did you?",True,False,False,False,False,False,False,True,False,False
"Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix...that.",True,False,False,False,False,False,False,True,False,False
And youre upset because you didnt make your best friend cry?,False,False,False,False,False,True,False,True,False,False
"I mean, all Im asking for is just a little emotion!",True,False,False,False,False,False,False,True,False,False
Is that too much to ask after six years?!,True,False,False,False,False,False,False,True,False,False
I mean what?,True,False,False,False,False,False,False,True,False,False
Are-are-are Rachel and I not as close as you guys?!,True,False,False,False,False,False,False,True,False,False
I mean do we not have as much fun?!,True,False,False,False,False,False,False,True,False,False
Dont I deserve a few tears?!!,False,False,False,False,False,True,False,True,False,False
"I mean we-we told Joey, he cried his eyes out!",False,False,False,False,False,True,False,True,False,False
I did not cry my eyes out!!,True,False,False,False,False,False,False,True,False,False
Come on!,False,False,False,False,False,True,False,True,False,False
Its like the end of an era!,False,False,False,False,False,True,False,True,False,False
No more J-man and Channies!,False,False,False,False,False,True,False,True,False,False
"Okay, I gotta ask, who calls us that?!",True,False,False,False,False,False,False,True,False,False
Do I know why were rushing?,False,False,False,False,True,False,False,False,True,False
"Yeah, y'know the ah, the girlfriend I told you about last night?",False,False,False,False,True,False,False,False,True,False
"Well it turns out she ah, she wants to get back together with me.",False,False,False,False,True,False,False,False,True,False
"Oh, I found it!",False,False,False,True,False,False,False,False,False,True
Thats so great for you guys!,False,False,False,True,False,False,False,False,False,True
"Good luck, with your girlfriend.",False,False,False,False,True,False,False,False,True,False
"Oh, thank you.  Hey, hey.  Rachel!!!!",False,False,False,True,False,False,False,False,False,True
"Hi. Ohhh, you got my message.",False,False,False,False,True,False,False,False,True,False
"Yeah, oh hey, you are right on time.",False,False,False,False,True,False,False,False,True,False
So what do you say? Can I be your girlfriend again?,False,False,False,False,True,False,False,False,True,False
"Yes, you can, very much.",False,False,False,True,False,False,False,False,False,True
Ahhhh!!,False,False,False,False,False,False,True,False,False,True
"Ooh! I'm sorry! I think, I THINK, that may have missed the table!",False,False,False,True,False,False,False,False,False,True
Do,False,False,False,False,True,False,False,False,True,False
"Ah,",False,False,False,False,True,False,False,False,True,False
DO YOU?,True,False,False,False,False,False,False,True,False,False
Yknow I dont understand why they didnt cry. It was a beautiful speech.,False,False,False,False,False,True,False,True,False,False
"Oh, come on.",False,True,False,False,False,False,False,True,False,False
"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",False,False,False,True,False,False,False,False,False,True
And that picture of Chi-Chi with her mischievous grin.,False,False,False,False,True,False,False,False,True,False
And what you said about Nana.,False,False,False,False,True,False,False,False,True,False
"Ohh, yeah she really wouldve wanted to be there.",False,False,False,False,False,True,False,True,False,False
And you know what?,False,False,False,False,True,False,False,False,True,False
I think she was.,False,False,False,False,True,False,False,False,True,False
"Oh good God, Ross! How the hell do you do it?",False,False,False,False,False,False,True,True,False,False
You forget how many great songs Heart had.,False,False,False,False,True,False,False,False,True,False
"You know, Barracuda was the first song I learned to play on the keyboard.",False,False,False,False,True,False,False,False,True,False
"So, you heard it, you repeated it, so that must mean you wrote it.",False,False,False,False,True,False,False,False,True,False
"Oh, you guys, with this joke. I gotta say, I know I cracked up, but Im not even sure I got it.",False,False,False,False,True,False,False,False,True,False
"What, you didnt get it? The doctor is a monkey.",False,False,False,False,True,False,False,False,True,False
And monkeys cant write out prescriptions.,False,False,False,False,True,False,False,False,True,False
You are not allowed to laugh at my joke.,True,False,False,False,False,False,False,True,False,False
"Your joke? Well, I think the Hef would disagree, which is why he sent me a check for one hundred ah-dollars.",False,False,False,False,True,False,False,False,True,False
I cant find garbage bags!,True,False,False,False,False,False,False,True,False,False
"Oh, I think I saw some in here.",False,False,False,False,True,False,False,False,True,False
What is it?!,False,False,False,False,False,False,True,True,False,False
"I dont know! But maybe if we keep that drawer shut, itll die.",False,True,False,False,False,False,False,True,False,False
I cant believe were living here!,False,False,False,False,False,True,False,True,False,False
You still haven’t told Rachel you weren’t really  proposing?,False,False,False,False,False,False,True,True,False,False
"No! She had the ring on, she seemed so excited, and then she  took her breast out.",True,False,False,False,False,False,False,True,False,False
"Joey, you have to tell her what’s going on! And what did it  look like?!",False,False,False,False,False,False,True,True,False,False
I didn’t look at it. Stupid baby’s head was blocking most of  it.,True,False,False,False,False,False,False,True,False,False
Go and tell Rachel right now before Ross finds out.,False,False,False,False,False,True,False,True,False,False
"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.",False,False,False,False,False,True,False,True,False,False
"Okay, look, just do it gently.",False,False,False,False,True,False,False,False,True,False
You’re right.,False,False,False,False,True,False,False,False,True,False
I-I’ll go tell her now before Ross  finds out and I’ll be gentle.,False,False,False,False,True,False,False,False,True,False
I can do that.,False,False,False,False,True,False,False,False,True,False
I am a gentle person.,False,False,False,False,True,False,False,False,True,False
"Oh, by the  way.",False,False,False,False,True,False,False,False,True,False
Two people screwing in there  if you want to check that out.,False,False,False,False,True,False,False,False,True,False
"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",False,False,False,False,False,True,False,True,False,False
Which,False,False,False,False,True,False,False,False,True,False
"How would you characterize the theme of this book, uh let's see here , Rachel Green?",False,False,False,False,True,False,False,False,True,False
"Umm, well I would have to say that it's a, it's tragic love story.",False,False,False,False,True,False,False,False,True,False
"Well, that's sort of a given, but yes. Anyone else?",False,False,False,False,True,False,False,False,True,False
"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",False,False,False,True,False,False,False,False,False,True
Excellent! What Rachel has shrewdly observed here,False,False,False,True,False,False,False,False,False,True
You completely stole my answer!,True,False,False,False,False,False,False,True,False,False
"Well, honey that was pretty obvious.",False,False,False,False,False,True,False,True,False,False
Well how would you know?! You didn't even read it!,True,False,False,False,False,False,False,True,False,False
What do you think? You in the blue shirt.,False,False,False,False,True,False,False,False,True,False
"I think that uh, yours is a question with many answers.",False,False,False,False,True,False,False,False,True,False
Would ya care to venture one?,False,False,False,False,True,False,False,False,True,False
Would,False,False,False,False,True,False,False,False,True,False
Are you just repeating what I'm saying?,True,False,False,False,False,False,False,True,False,False
"All right, let's move on.",False,False,False,False,True,False,False,False,True,False
Okay then.,False,False,False,False,True,False,False,False,True,False
"All right, okay, this is great, uh, Chandler, you get behind the desk.",False,False,False,False,True,False,False,False,True,False
"And-and when she comes in hopefully, she wont recognise you because, well, why would she?",False,False,False,False,True,False,False,False,True,False
"Uh, okay, and then you buzz Ross and I.",False,False,False,False,True,False,False,False,True,False
"You be Mr. Gonzalez, and Ill be uh, Mr. Wong.",False,False,False,False,True,False,False,False,True,False
Diverse.,False,False,False,False,True,False,False,False,True,False
Did anybody call for security?,False,False,False,False,True,False,False,False,True,False
You be cool.,False,False,False,False,True,False,False,False,True,False
"Okay, which one of you guys is Gunther Central-Perk?  Hey, Joey?",False,False,False,False,True,False,False,False,True,False
Wheres my ring? My dead grandmothers wedding ring? Where is it? Where is it?,False,False,True,False,False,False,False,True,False,False
"Way to be cool, man.",False,False,False,False,True,False,False,False,True,False
Whats he talking about?,False,False,False,False,True,False,False,False,True,False
"There was a ring, in a box, on my nightstand, after you left, it was gone!",True,False,False,False,False,False,False,True,False,False
"Wait, you guys think I stole some ring?",False,False,False,False,False,False,True,True,False,False
We know you took so just-just save yourself the time and confess!,True,False,False,False,False,False,False,True,False,False
"Okay, who are you?",False,False,False,False,False,False,True,True,False,False
The Hardy boys?,True,False,False,False,False,False,False,True,False,False
"Look, I dont need to steal some stupid ring, all right?",True,False,False,False,False,False,False,True,False,False
"I make $1,600 a week doing what I do; any of you guys make that?",True,False,False,False,False,False,False,True,False,False
Marry me.,False,False,False,False,True,False,False,False,True,False
Oh my God! Joey!,False,False,False,False,False,False,True,True,False,False
Hell yeah! Ill marry you!,False,False,False,True,False,False,False,False,False,True
You cant marry him!,True,False,False,False,False,False,False,True,False,False
"Hey lady, your days over! Its my turn!",True,False,False,False,False,False,False,True,False,False
Phoebe!,False,False,False,False,False,False,True,True,False,False
Why?! Why cant she marry me?!,False,False,False,False,False,False,True,True,False,False
I can and I will!,True,False,False,False,False,False,False,True,False,False
Shes not pregnant. Its Rachel. Rachels the one whos pregnant.,False,False,False,False,True,False,False,False,True,False
Phoebe I think he would notice if you didnt have a baby in nine months!,True,False,False,False,False,False,False,True,False,False
Its Joey!,False,False,False,False,False,False,True,True,False,False
Now I cant believe it! What? Rachels pregnant?  Whos the father?,False,False,False,False,False,False,True,False,False,True
We dont know.,False,False,False,False,True,False,False,False,True,False
Ohh I wonder if that dude.,False,False,False,False,True,False,False,False,True,False
Theres a dude?,False,False,False,False,False,False,True,True,False,False
Who? Who is it?,False,False,False,False,False,False,True,True,False,False
"About a month ago this guy spent the night with Rachel, I didnt see who it was but",False,True,False,False,False,False,False,True,False,False
Was that story over?,False,False,False,False,True,False,False,False,True,False
The guy left this.,False,False,False,False,True,False,False,False,True,False
Oh my God! I know who the father is,False,False,False,False,False,False,True,True,False,False
People have got to finish their stories!,True,False,False,False,False,False,False,True,False,False
"Oh my God, youre back!",False,False,False,False,False,False,True,False,False,True
"Ohh, let me see it! Let me see your hand!",False,False,False,False,False,False,True,False,False,True
Why do you want to see my hand?,False,False,False,False,True,False,False,False,True,False
I wanna see whats in your hand. I wanna see the trash.,False,True,False,False,False,False,False,True,False,False
"Eww! Oh, its all dirty. You should throw this out.",False,True,False,False,False,False,False,True,False,False
Me too!,False,False,False,True,False,False,False,False,False,True
"Hey, when the music starts up again, I was thinking of maybe goind into the robot, yknow?",False,False,False,False,True,False,False,False,True,False
"Ross, I think we should stick to the routine, we dont wanna look stupid!",False,False,False,True,False,False,False,False,False,True
Alright were back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,False,False,False,True,False,False,False,False,False,True
"Three, Two, One!",False,False,False,False,True,False,False,False,True,False
Cut!,False,False,False,False,True,False,False,False,True,False
No! Year! Happy No Year!,False,False,False,True,False,False,False,False,False,True
"Okay, heres where we go to the live shot of Times Square, nice work everyone thats a wrap!",False,False,False,True,False,False,False,False,False,True
"So Lizzie, are-are-are you planning on staying the night?",False,False,False,False,True,False,False,False,True,False
"Oh no-no believe me, Im leaving as soon as possible!",False,False,False,False,True,False,False,False,True,False
"Good. Good. Not that we dont want you to stay, obviously youre welcomeHow much more homework do you have?",False,False,False,False,True,False,False,False,True,False
"I see. Yknow umm, Phoebe makes sock bunnies.",False,False,False,False,True,False,False,False,True,False
"No, she doesnt.",False,False,False,False,True,False,False,False,True,False
"Uh Phoebe, what she makesthats uhtheyre sock rabbits.",False,False,False,False,True,False,False,False,True,False
They are completely differentOkay!,True,False,False,False,False,False,False,True,False,False
I didnt make it!,False,False,False,False,False,True,False,True,False,False
Im sorry!,False,False,False,False,False,True,False,True,False,False
I totally forgot about tonight and the fact that were supposed to,False,False,False,False,True,False,False,False,True,False
"Oh, its okay. I dont",False,False,False,False,True,False,False,False,True,False
"No-no, its not okay!",False,False,False,False,False,True,False,True,False,False
Its not!,False,False,False,False,False,True,False,True,False,False
I mean you were just Youre so incredible!,False,False,False,False,False,True,False,True,False,False
You went through all this time and effort to make this tape for me!,False,False,False,False,False,True,False,True,False,False
"Yknow Im just gonnaI, I am gonna make this up to you!",False,False,False,True,False,False,False,False,False,True
I-I am going to,False,False,False,False,True,False,False,False,True,False
"Well, I did put a lot of thought in the tape.",False,False,False,False,True,False,False,False,True,False
"No.  And then I called him, and he wasnt there.",False,False,False,False,True,False,False,False,True,False
"Well, then hes, hes probably just, out.",False,False,False,False,True,False,False,False,True,False
"Oh, thank you thats very helpful, Im glad you came over.",False,False,False,False,True,False,False,False,True,False
Hello.,False,False,False,False,True,False,False,False,True,False
Hi! Its me.,False,False,False,False,False,True,False,True,False,False
"Hi! Oh, Im so glad you called.",False,False,False,True,False,False,False,False,False,True
"Really? Ive been thinking, this is crazy, I mean dont, dont you think we can work on this?",False,False,False,False,False,True,False,True,False,False
"Hey, what do you want to drink?",False,False,False,False,True,False,False,False,True,False
Whos that?,False,False,False,False,False,False,True,True,False,False
Nobody.,False,False,False,False,True,False,False,False,True,False
Is it okay if I finish the apple juice?,False,False,False,False,True,False,False,False,True,False
Is that Mark?,False,False,False,False,True,False,False,False,True,False
"Umm, honey, look he just came over to....",False,False,False,False,True,False,False,False,True,False
Yeah! Got it!,True,False,False,False,False,False,False,True,False,False
"Hey, dinosaur guy, look at you, so sad. Come dance.",False,False,False,False,True,False,False,False,True,False
"Ah, thats okay, thanks.",False,False,False,False,False,True,False,True,False,False
"Hey, you dont have to smile. You just have to dance.",False,False,False,False,True,False,False,False,True,False
"Look, I dont feel like dancing, I feel like having a drink. Okay?",False,False,False,False,False,True,False,True,False,False
"Oh, okay.  Hey, two beers.",False,False,False,False,True,False,False,False,True,False
You wanna go in the bedroom? Its a little more comfortable.,False,False,False,False,True,False,False,False,True,False
"Okay.  Oh wait! Umm, did you send those contracts to Milan?",False,False,False,False,False,False,True,False,False,True
If this is your idea of sexy talk?,False,False,False,False,False,False,True,False,False,True
"No seriously, yknow the contracts I gave you, did you overnight them?",False,False,True,False,False,False,False,True,False,False
What contracts?,False,False,False,False,True,False,False,False,True,False
Okay please tell me that this is just one of your jokes that you do that I dont get.,False,False,False,True,False,False,False,False,False,True
Like what?,False,False,False,False,True,False,False,False,True,False
"Yknow, like the thing when you put the phone in your pants?",False,True,False,False,False,False,False,True,False,False
Tag!,True,False,False,False,False,False,False,True,False,False
Im serious!,True,False,False,False,False,False,False,True,False,False
This isnt funny!,True,False,False,False,False,False,False,True,False,False
Those contracts absolutely had to go out today!,True,False,False,False,False,False,False,True,False,False
"Rach, Im sorry, but you didnt give me any contracts!",False,False,False,False,False,False,True,True,False,False
Yes I did! And I put a little,True,False,False,False,False,False,False,True,False,False
"Im telling you, you never gave them to me.",False,False,False,False,True,False,False,False,True,False
"Yknow what Tag, if we went down to the office you would see those contracts sitting on your desk.",True,False,False,False,False,False,False,True,False,False
"No, I would see you looking embarrassed because they are",True,False,False,False,False,False,False,True,False,False
Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,False,True,False,False,False,False,False,True,False,False
You wanna go down to the office right now?,False,False,False,False,True,False,False,False,True,False
"No! Come on its late, were not gonna go down to the office.",True,False,False,False,False,False,False,True,False,False
Okay I understand.  I wouldnt want to be proved wrong either.,False,False,False,False,True,False,False,False,True,False
Okay get your coat!  Oh! When did you unhook this?  Nice work!,False,False,False,True,False,False,False,False,False,True
"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",False,False,False,False,True,False,False,False,True,False
Nice to meet you.,False,False,False,False,True,False,False,False,True,False
Oh and I need to talk to you.,False,False,False,False,True,False,False,False,True,False
About what?,False,False,False,False,True,False,False,False,True,False
To see if know what these guys are talking about.,False,False,False,False,True,False,False,False,True,False
"Pheebs, hows it going?",False,False,False,False,True,False,False,False,True,False
Im doing okay. I think its going well. Do you think theyre having fun? Am I talking to fast?,False,False,False,False,True,False,False,False,True,False
"Nope, sound like me. Pheebs, its going great. Look at Chandler with little baby girl Chandler.",False,False,False,True,False,False,False,False,False,True
"Little baby girl Chandler, where I have heard that before?",False,False,False,False,True,False,False,False,True,False
"Oh right, Coach Ruben.",False,False,False,False,True,False,False,False,True,False
Do you know what Pheebs?,False,False,False,False,True,False,False,False,True,False
"When youre done over there, we kinda have a situation over here too.",False,False,True,False,False,False,False,True,False,False
"Na-uh, no, we are all responsible for our own babies.",False,False,False,False,True,False,False,False,True,False
See thats where I think that youre wrong. Weve been playing these babies man for man. we should really be playing a zone defense.,False,False,False,False,True,False,False,False,True,False
What do you mean?,False,False,False,False,False,False,True,True,False,False
Forgive me? You haven't been taking my calls in a week!,True,False,False,False,False,False,False,True,False,False
"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",True,False,False,False,False,False,False,True,False,False
"Uh, what was that?",False,False,False,False,False,False,True,True,False,False
"Uh,",False,False,False,False,True,False,False,False,True,False
"...I'm, I'm okay.",False,False,False,False,True,False,False,False,True,False
"That sounds good. I'll call you- or you call me, whatever...",False,False,False,False,True,False,False,False,True,False
Bye.,False,False,False,False,True,False,False,False,True,False
Whoo-hoo!,False,False,False,True,False,False,False,False,False,True
"Yeah, there you go!",False,False,False,True,False,False,False,False,False,True
Second date!,False,False,False,True,False,False,False,False,False,True
...I dunno.,False,False,False,False,True,False,False,False,True,False
"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay?",True,False,False,False,False,False,False,True,False,False
"I mean,... how needy is that?",False,True,False,False,False,False,False,True,False,False
Remember when you where a kid and your Mom would drop you off at the movies with a jar of jam and a little spoon?,False,False,False,False,True,False,False,False,True,False
You're so pretty.,False,False,False,True,False,False,False,False,False,True
"Hey, Phoebe.",False,False,False,False,True,False,False,False,True,False
"Hey, oh, you know that guy who's been following me? I talked to him today.",False,False,False,False,True,False,False,False,True,False
You talked to him. Are you crazy?,False,False,False,False,False,False,True,True,False,False
"Thank you, Happy Holidays.",False,False,False,True,False,False,False,False,False,True
"Now, that's trash. Young lady, you can't  Hey! Stop that young lady, she donated trash!",True,False,False,False,False,False,False,True,False,False
Hey!!,True,False,False,False,False,False,False,True,False,False
The charity's on fire!,False,False,True,False,False,False,False,True,False,False
Help!,False,False,True,False,False,False,False,True,False,False
Oh good!,False,False,False,True,False,False,False,False,False,True
"Thank you, I need that.",False,False,False,True,False,False,False,False,False,True
Whoa!,False,False,False,False,False,False,True,True,False,False
What is that?!,False,False,False,False,False,False,True,True,False,False
It's nine o'clock in the morning!,False,False,False,False,False,False,True,True,False,False
Can I help you?,False,False,False,False,True,False,False,False,True,False
"Uh yeah, where-wheres the guy who decides whos pictures go up on the wall?",False,False,False,False,True,False,False,False,True,False
Hes not here right now.,False,False,False,False,True,False,False,False,True,False
"Oh, youre kidding me!",True,False,False,False,False,False,False,True,False,False
"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",False,False,False,False,True,False,False,False,True,False
Im an actor. Im kinda getting my picture up there on the wall.,False,False,False,False,True,False,False,False,True,False
